Player,Elo_Hard,Elo_Clay,Elo_Grass,Rank,Pts,Elo,Elo_diff,surface_winrate,rank_diff,pts_diff,win_last_5_diff,win_last_25_diff,win_last_50_diff,win_last_100_diff,win_last_250_diff,diff_N_games,elo_grad_20_diff,elo_grad_35_diff,elo_grad_50_diff,elo_grad_100_diff,h2h_diff,h2h_surface_diff,elo_plus_form,elo_form_ratio,elo_x_form
Dutra Silva R.,1470.1877657405864,1468.3048087988086,1441.918652321761,138.0,407.0,1465.2367001077132,-51.311665968897614,0.25,42.0,-173.0,0.2,0.04,-0.08,-0.1672727272727273,-0.175098814229249,-153.0,6.135527663211793,4.506647864495738,3.172743600670742,1.2737115232972631,-2.0,-2.0,,,
Escobedo E.,1445.702390419563,1486.3761348920657,1489.3189607495208,493.0,82.0,1466.365078262096,123.03344073470612,0.4666666666666667,-456.0,1009.0,0.0,0.1599999999999999,0.0999999999999999,0.1228070175438596,0.1228070175438596,0.0,2.027029355953141,2.6084319599942773,1.2824310654702775,1.3372461208141135,0.0,0.0,,,
Hernych J.,1521.5370284730652,1457.4390313252395,1573.350245675801,324.0,146.0,1624.8061706358014,-84.31995846998097,0.3181818181818182,-253.0,605.0,-0.3999999999999999,-0.2,0.0399999999999999,0.01,0.0076086956521739,46.0,-7.356861730809828,-3.6267036651552385,-0.8476900259323565,-0.4232726085101171,0.0,0.0,,,
Chappell N.,1484.0,,,432.0,101.0,1483.3490996391922,-26.637833583378097,0.0,347.0,-524.0,-0.4,-0.3571428571428571,-0.3571428571428571,-0.3571428571428571,-0.3571428571428571,-13.0,-0.9484101593852527,-0.5419486625058588,-0.3793640637541011,-0.1896820318770505,0.0,0.0,,,
Mor L.,1500.0,,,176.0,,1500.0,-3.199593110822434,0.0,-4.0,0.0,-0.0999999999999999,-0.0555555555555555,-0.0555555555555555,-0.0555555555555555,-0.0555555555555555,9.0,-0.9456029875929516,-0.5403445643388295,-0.3782411950371807,-0.1891205975185903,0.0,0.0,,,
Krajicek R.,1569.5210905607742,1553.456485031787,1583.716610432443,72.0,,1651.7146897139423,-140.67647402069292,0.0,7.0,0.0,-0.3999999999999999,-0.1155555555555556,-0.1355555555555555,-0.1527777777777778,-0.1527777777777778,-54.0,1.4054147689266414,1.079881658199643,-0.7255896618014593,-1.2456152993589376,0.0,0.0,,,
Mitchell B.,1458.2746024422086,,,231.0,225.0,1459.0479676020918,43.611646781263744,0.3888888888888889,46.0,-40.0,0.2,0.32,0.36,0.36,0.3724137931034483,141.0,0.5457495035995066,-1.46583424792881,-0.7141834877868906,-0.2486086830942553,0.0,0.0,,,
Pouille L.,1585.6677957832746,1518.7279441985884,1582.1450417849446,104.0,575.0,1544.5708884881365,22.26227663981535,0.5,6.0,-30.0,0.0,-0.0371428571428571,0.0228571428571428,0.0628571428571428,0.1588571428571428,245.0,-2.3050895547067967,-4.710149745002329,-2.7852369537830466,-2.0477580995882523,0.0,0.0,,,
Martineau M.,1500.0,,1500.0,179.0,344.0,1491.2294135221075,-146.781929556229,0.5,62.0,-206.0,-0.6,-0.4,-0.44,-0.5,-0.54,-314.0,1.602874608022535,2.1660748914580834,2.9547792788077367,1.076847457254994,0.0,0.0,,,
Cobolli F.,1609.5277440930972,1703.7652330131414,1511.830015711587,26.0,1920.0,1745.7085551808511,-154.35718244457485,0.6,23.0,-5365.0,0.4,-0.12,-0.12,-0.2131578947368421,-0.2031578947368421,-538.0,2.5351836623826216,3.86516634822381,3.3820575139525317,2.804075070715619,0.0,0.0,,,
Balcells J.,1485.315995927902,1555.8299746722578,1465.4591061941765,106.0,,1477.5381791158377,31.84396048557028,0.5,-88.0,0.0,0.2,0.0399999999999999,-0.0199999999999999,0.027103825136612,0.027103825136612,14.0,2.8105785441391844,-1.526103311986396,-0.2651895292527342,0.3318421497822396,0.0,0.0,,,
Erler A.,,1521.249814132973,,337.0,146.0,1522.9944934033497,-64.08359145064424,1.0,238.0,-664.0,0.4,0.56,0.62,0.6153846153846154,0.6153846153846154,-51.0,-2.099258870425706,-2.003231846568542,-1.1464403434991115,-0.7040538728174465,0.0,0.0,,,
Qureshi A.,1500.0,,1528.959809729076,154.0,278.0,1523.5521478979997,-10.414271560000545,0.5,20.0,-46.0,0.1999999999999999,-0.0101010101010101,-0.0101010101010101,-0.0101010101010101,-0.0101010101010101,-2.0,0.2309866298248946,0.1319923598999399,0.092394651929958,0.046197325964979,0.0,0.0,,,
Massu N.,1514.0681966264476,1477.0959373341225,1457.2993526285952,578.0,44.0,1458.5033955182882,-113.54999038827532,0.5130434782608696,477.0,-483.0,0.0,0.0399999999999999,-0.06,-0.1099999999999999,-0.016,-13.0,-0.0472415999884106,0.9294783817551626,1.0463504836361657,-0.876572790068526,4.0,4.0,,,
Marterer M.,1442.8500589561395,1455.899385131223,1460.209189580452,239.0,233.0,1457.7940309889766,5.185099904852677,0.0,-148.0,420.0,0.3999999999999999,0.0,-0.0507692307692307,-0.0907692307692307,-0.0521978021978022,-86.0,5.264550958176369,-1.2376753613228564,-0.1757465536975542,-0.8199985711728663,0.0,0.0,,,
Arthurs W.,1541.9684580083308,1457.873937455696,1522.2619519085351,195.0,219.0,1594.337482168356,-34.69374221708563,0.5454545454545454,160.0,-691.0,0.0,0.0,-0.02,-0.02,-0.051322033898305,-86.0,1.374980569859838,0.8602418667563857,0.151644453849717,0.8923067692426934,-2.0,0.0,,,
Greul S.,1502.94693711284,1519.0454932726414,1487.3376392547632,125.0,443.0,1555.774092224373,198.35027009511649,0.5,-97.0,813.0,0.0,0.3199999999999999,0.2651612903225806,0.2651612903225806,0.2646303168712532,-82.0,7.783379254805834,6.129458669793784,5.32815918032215,2.076617568837703,,0.0,,,
Marin J.A.,1409.7534564787218,1401.494479299466,1500.0,156.0,278.0,1383.501643108551,89.09640387607669,0.0,86.0,-116.0,0.0,-0.0733333333333333,-0.1533333333333333,-0.1491228070175438,-0.1491228070175438,-70.0,-0.6306913747739145,0.891229800600539,0.1282056848484308,0.8641590418615397,0.0,0.0,,,
Kubot L.,1445.0150439925671,1526.5151054993623,1551.917999889726,614.0,48.0,1531.5647034430076,269.3000568407497,0.5365853658536586,-581.0,1162.0,0.0,0.24,0.3,0.1899999999999999,0.1354003139717425,-79.0,0.193082694628697,1.3934322498959708,4.327845196679805,4.299698921274716,0.0,0.0,,,
Rochus O. ,1500.0,,,61.0,743.0,1500.0,0.0,0.5,60.0,-9312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Lazov A.,1500.0,,,438.0,95.0,1500.0,-102.89520916983724,0.5,394.0,-825.0,0.5,0.2199999999999999,0.0399999999999999,0.02,0.0328947368421052,-152.0,5.203193140215149,2.5197230499879293,2.5481946216388267,-0.1683271748607762,0.0,0.0,,,
Hipfl M.,1416.2089737868755,1489.0454842785668,1486.5384787533058,246.0,,1460.3466641255227,-96.02196240789044,0.4848484848484848,153.0,0.0,-0.1999999999999999,-0.1333333333333333,-0.1533333333333333,-0.1065040650406504,-0.1065040650406504,67.0,-3.354213682547527,-1.732236848817443,-2.6278421029422816,-0.8796577580758731,0.0,0.0,,,
Eschauer W.,1418.4736794560292,1442.0374768222262,1499.151325009011,218.0,179.0,1377.5008434042238,118.24516862134736,0.3333333333333333,-84.0,171.0,0.2,0.0933333333333333,0.0476190476190476,0.0476190476190476,0.0476190476190476,-31.0,5.751966015446158,3.6695702061974904,2.329229454277397,1.1646147271386984,0.0,0.0,,,
Tipsarevic J. ,1516.0,,,39.0,990.0,1516.0,16.0,1.0,31.0,-2235.0,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Engel J.,1514.237424972987,1510.0321030354762,,333.0,154.0,1516.559818171933,-188.4258557197761,1.0,316.0,-2386.0,0.0999999999999999,0.06,-0.04,-0.0899999999999999,-0.148,-494.0,0.2939848573191738,4.236414290787076,1.515113060101594,2.0780777233441903,0.0,0.0,,,
Carreno-Busta P.,1478.784079786131,1595.6546697143006,1477.347410183034,53.0,879.0,1596.199366793308,-42.48360037233783,0.3333333333333333,16.0,-143.0,-0.3999999999999999,-0.08,-0.0666666666666667,-0.0466666666666666,-0.0453074433656958,-67.0,3.0050929823183083,-0.3339873385450507,-0.0703297218026317,-0.4373005764182835,0.0,0.0,,,
Kym J.,1500.0,,,140.0,421.0,1500.0,-221.64049909810592,0.5,124.0,-2094.0,-0.0999999999999999,0.02,-0.0999999999999999,-0.0799999999999999,-0.0148936170212765,-235.0,2.4371333443913614,4.377005885328176,1.0994787182794152,-1.659203986212756,0.0,0.0,,,
Rubin N.,1469.6842802587742,1497.5149824934851,1483.292880715226,306.0,176.0,1457.7929147178183,-326.4197114429214,0.375,192.0,-554.0,-0.6,-0.28,-0.2907692307692308,-0.4207692307692307,-0.5027692307692309,-788.0,2.2104868345373463,4.653706913041456,5.089824786717327,3.780342938207568,0.0,0.0,,,
Nagal S.,1375.548694680771,1503.4173693536263,1500.0,129.0,473.0,1412.2040398102806,-159.29384556564628,0.2727272727272727,63.0,-399.0,-0.6,-0.24,-0.1748717948717948,-0.2448717948717949,-0.2137907137907138,-109.0,-4.603981785294013,-2.7888548536584103,-0.8533778721429008,-1.4403571258042551,0.0,1.0,,,
Gojo B.,1525.4768502584511,1448.6129054479884,1482.0918504487215,255.0,221.0,1486.4387270199577,278.24241873131814,0.7272727272727273,-218.0,1194.0,0.2,0.2,0.3142857142857143,0.2942857142857142,0.2631578947368421,105.0,-0.6488490297666886,-0.1623866570528597,1.6222203836783455,1.6237142271542802,0.0,0.0,,,
Krutykh O.,1490.157340466291,1500.0,,180.0,327.0,1477.6281951582048,41.053776989804646,0.6666666666666666,-72.0,226.0,0.6,0.3529411764705882,0.3529411764705882,0.3529411764705882,0.3529411764705882,15.0,2.103563626689379,1.2020363581082163,0.8414254506757515,0.4207127253378757,0.0,0.0,,,
Ianni S.,,1500.0,,559.0,43.0,1500.0,-235.11810023691217,0.5,531.0,-1028.0,-0.5,-0.14,-0.0714285714285714,-0.0714285714285714,-0.0714285714285714,-49.0,-6.163282066079387,-5.4740334396404124,-4.566845732670954,-2.283422866335477,0.0,0.0,,,
Tu L.,1456.423366656546,,1485.9165268161516,177.0,326.0,1448.3102202694636,179.11709038910385,0.430379746835443,-69.0,229.0,0.0,0.2981818181818181,0.2981818181818181,0.2781818181818182,0.2661818181818182,400.0,0.6948649968980023,2.287291611521193,1.77989844706849,1.1913371582403671,0.0,0.0,,,
Duckworth J.,1461.0091589774534,1428.5775080418894,1513.7969175916658,92.0,651.0,1485.7631214728024,121.16535121473316,0.3870967741935484,-30.0,264.0,0.2,0.0,0.02,0.0699999999999999,0.119906976744186,115.0,2.677313854736144,-0.6908610652261555,-1.386848421525228,-0.1958024510645623,1.0,0.0,,,
Rehberg M.,,1460.744073592501,,473.0,87.0,1467.9393955710443,129.54945431044803,0.0,-403.0,703.0,0.4,0.48,0.5172413793103449,0.5172413793103449,0.5172413793103449,26.0,3.545338770337787,4.095026012504714,2.8665182087533,1.43325910437665,0.0,0.0,,,
Troicki V. ,1516.0,,,29.0,1175.0,1516.0,0.0,1.0,-16.0,1180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Sultan-Khalfan A.,1500.0,,,1497.0,,1500.0,108.39725563489468,0.375,-1442.0,635.0,0.3,-0.02,-0.02,-0.02,-0.02,25.0,3.861030860457936,3.3200071360959296,2.324004995267151,1.1620024976335754,0.0,0.0,,,
Deheart R.,1497.5783914385534,,,270.0,168.0,1498.3181079924586,25.372211310435205,0.5,-187.0,460.0,0.2,0.36,0.3928571428571428,0.3928571428571428,0.3928571428571428,27.0,1.337580396208318,0.8242132348945947,0.5769492644262164,0.2884746322131082,0.0,0.0,,,
Demoliner M.,,1513.3637013037005,,1184.0,6.0,1515.3570499676327,-14.61996330479178,0.2962962962962963,-1055.0,415.0,-0.8,-0.6799999999999999,-0.6599999999999999,-0.65,-0.6287128712871287,201.0,-3.572854601544305,-3.913680715953381,-2.246995315815302,-1.425362436499604,0.0,0.0,,,
Ymer M.,1611.491794671679,1531.547129678854,1526.516576566165,59.0,831.0,1651.3665070268844,140.61331202594693,0.25,-26.0,138.0,0.4,0.0399999999999999,0.08,0.0535294117647058,0.0259103641456582,58.0,2.1419475334606437,0.5580759416044268,0.3404619682444854,1.038741840831599,0.0,0.0,,,
Steckley R.,1500.0,,,583.0,34.0,1500.0,-9.710863594178363,0.4042553191489361,-530.0,631.0,-0.3,-0.18,-0.08,-0.1099999999999999,-0.0571428571428571,140.0,-3.910418642523632,-0.3796420755012735,0.101534321327058,-1.2086599062413257,0.0,0.0,,,
Jacquet K.,1500.0,1500.0,,150.0,388.0,1497.0659161722067,-143.8355958845748,0.5,109.0,-897.0,-0.4,-0.52,-0.5,-0.46,-0.4495412844036697,-108.0,0.7866869231572423,0.0716574022476054,-1.1873108473800358,-1.5451792181039443,0.0,0.0,,,
Evans B.,1408.8699164987545,,1533.3991736421112,318.0,125.0,1461.22197738148,237.2837487662696,0.25,-287.0,1280.0,0.1999999999999999,0.26,0.2799999999999999,0.25,0.164,313.0,2.6017539045004696,1.3375623211772565,1.2613473524535448,1.259934170526574,0.0,0.0,,,
Troicki V.,1530.2619866098546,1578.5492184991413,1569.5911995327535,230.0,294.0,1536.4313315510842,-109.88168960782356,0.4848484848484848,165.0,-784.0,-0.2,-0.24,-0.08,-0.01,0.0592514619883041,325.0,-4.301921856080742,-6.4261294781197,-2.578555439667748,-1.2032150929499448,1.0,0.0,,,
Sun F.,1500.0,,,359.0,139.0,1500.0,93.48339683855966,0.6666666666666666,-308.0,909.0,-0.3,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,21.0,6.229425566606585,3.102528895203763,2.171770226642634,1.085885113321317,0.0,0.0,,,
Sell M.,1500.0,,,167.0,,1484.0647027301693,-49.30652935150192,0.5,133.0,0.0,-0.25,-0.25,-0.25,-0.25,-0.25,-4.0,0.8350493572656547,0.4771710612946598,0.3340197429062618,0.1670098714531309,0.0,0.0,,,
Kolar Z.,,1510.6329860253004,1500.0,119.0,503.0,1508.0016467948449,110.11438149181072,0.6666666666666666,-72.0,523.0,0.2666666666666666,0.1466666666666666,0.087719298245614,0.087719298245614,0.087719298245614,35.0,5.603720539255517,3.2813886843082987,2.251215937023312,1.125607968511656,0.0,0.0,,,
Matos-Gil I.,,1497.0245007014344,,512.0,,1496.6254659511883,133.93521518587295,0.5277777777777778,-437.0,0.0,0.6,0.56,0.46,0.42,0.4478260869565217,229.0,4.9707779573428414,5.110080883448616,2.1596793261353557,0.8201170245399044,0.0,0.0,,,
Naso G.,,1418.986835417953,,200.0,232.0,1428.1195949697264,88.93008138976302,0.3636363636363636,-143.0,528.0,0.2,0.1933333333333333,0.1133333333333333,0.1111111111111111,0.1111111111111111,42.0,5.616447084981825,4.949179044346887,1.9793616533694696,0.8167752469950301,0.0,0.0,,,
Alves M.,,1500.0,,556.0,60.0,1500.0,-519.6861875414079,0.5,554.0,-6420.0,-0.5,-0.3,-0.3199999999999999,-0.29,-0.2522123893805309,-113.0,-1.626447531493818,1.53165971972262,-1.0029066445937496,-4.733688079887904,0.0,0.0,,,
Puentes G.,1477.0308464542838,1437.228290264896,1500.0,140.0,,1423.930679052984,269.61453361887084,0.7142857142857143,-108.0,0.0,0.6000000000000001,0.4342857142857143,0.3673469387755101,0.3673469387755101,0.3673469387755101,28.0,7.370542077572258,7.435327646297505,5.129947442124516,2.564973721062258,1.0,1.0,,,
Hormazabal G.,,1475.2560590984665,,621.0,30.0,1470.123595924243,29.87640407575668,0.5,-224.0,42.0,0.5,0.5,0.5,0.5,0.5,-2.0,0.8590280074457268,0.4908731471118439,0.3436112029782907,0.1718056014891453,0.0,0.0,,,
